location,duration,entry_score,course_qualification,area_study,course_name,university_name,course_fee,course_link,intakes
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science (Honors) in Accounting and Finance (with placement),Anglia Ruskin University,"GBP 55,600",/global/Categories/Anglia-Ruskin-University/Bachelor-of-Science-Honors-in-Accounting-and-Finance-with-placement/p/PRG-UK-00370249,"january,september"
Australia,,,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping,Swinburne University of Technology,"AUD 9,970",/global/Categories/Swinburne-University-of-Technology/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00306791,"march,august"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSC (Honours) Accounting for Business with Foundation Year,Sheffield Hallam University,"GBP 54,600",/global/Categories/Sheffield-Hallam-University/BSC-Honours-Accounting-for-Business-with-Foundation-Year/p/PRG-UK-00343531,september
United Kingdom,3 Year(s),7.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,University of Bath,"GBP 63,000",/global/Categories/University-of-Bath/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00082565,october
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting,University of Hull,"GBP 43,500",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting/p/PRG-UK-00097352,september
United Kingdom,3 Year(s),6.0 IELTS,Undergraduate Masters,accounting,Accounting and Business Finance MA (Hons) - Dubai,Heriot-Watt University,"AED 176,400",/global/Categories/Heriot-Watt-University/Accounting-and-Business-Finance-MA-Hons-Dubai/p/PRG-UK-00298336,september
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,Master of Science in Accounting and Finance,Cardiff Metropolitan University,"GBP 13,500",/global/Categories/Cardiff-Metropolitan-University/Master-of-Science-in-Accounting-and-Finance/p/PRG-UK-00228656,"january,september"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSC (Honours) Accounting for Business,Sheffield Hallam University,"GBP 40,950",/global/Categories/Sheffield-Hallam-University/BSC-Honours-Accounting-for-Business/p/PRG-UK-00343525,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Business and Accounting,University of Hertfordshire,"GBP 40,350",/global/Categories/University-of-Hertfordshire/BA-Hons-Business-and-Accounting/p/PRG-UK-00076565,september
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Data Analytics,University of Portsmouth,"GBP 17,600",/global/Categories/University-of-Portsmouth/MSc-Accounting-and-Data-Analytics/p/PRG-UK-00336451,october
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Forensic Accounting with Sandwich Year,University of South Wales,"GBP 54,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Forensic-Accounting-with-Sandwich-Year/p/PRG-UK-00338929,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Accounting and Finance (with Foundation Year) BSc (Hons),Bangor University,"GBP 62,000",/global/Categories/Bangor-University/Accounting-and-Finance-with-Foundation-Year-BSc-Hons/p/PRG-UK-00339964,september
United Kingdom,4 Year(s),7.0 IELTS,Ph.D.,accounting,PhD Accounting and Finance,University of Bristol,"GBP 75,600",/global/Categories/All-Accounting/Accounting/PhD-Accounting-and-Finance/p/PRG-UK-00085337,december
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with Year Abroad,Swansea University,"GBP 65,600",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-Year-Abroad/p/PRG-UK-00232462,"january,september"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance With a Year In Industry,Swansea University,"GBP 65,600",/global/Categories/Swansea-University/BSc-Hons-Accounting-and-Finance-With-a-Year-In-Industry/p/PRG-UK-00122033,"january,september"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with Professional Experience Year,University of Salford,"GBP 57,600",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-Professional-Experience-Year/p/PRG-UK-00203527,september
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Professional Accounting,Coventry University,"GBP 17,900",/global/Categories/All-Accounting/Accounting/MSc-Professional-Accounting/p/PRG-UK-00232339,"january,september"
United Kingdom,2 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Honours) Accounting and Finance for International Business (TopUp),Sheffield Hallam University,"GBP 27,990",/global/Categories/All-Accounting/Accounting/BA-Honours-Accounting-and-Finance-for-International-Business-TopUp/p/PRG-UK-00273935,"january,september"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Professional Accounting,Coventry University,"GBP 45,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Professional-Accounting/p/PRG-UK-00120953,"january,feb,april,june,september,november"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,University of Salford,"GBP 43,200",/global/Categories/University-of-Salford/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00113668,september
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Tax,The University of Melbourne,"AUD 44,416",/global/Categories/The-University-of-Melbourne/Master-of-Tax/p/PRG-AU-00064857,"march,july,august"
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Accounting,Griffith University,"AUD 47,250",/global/Categories/Griffith-University/Master-of-Accounting/p/PRG-AU-00106732,"feb,july"
Australia,5 Year(s),,Dual Degree,accounting,Bachelors of Engineering (Honours)/Commerce - Accounting,The University of Queensland,"AUD 245,960",/global/Categories/All-Accounting/Accounting/Bachelors-of-Engineering-HonoursCommerce-Accounting/p/PRG-AU-00119263,"feb,july"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Honours) Accounting and Finance,Sheffield Hallam University,"GBP 41,985",/global/Categories/All-Accounting/Accounting/BA-Honours-Accounting-and-Finance/p/PRG-UK-00083135,september
Australia,1 Year(s),6.5 IELTS,Graduate Diploma,accounting,Graduate Diploma in Professional Accounting,Curtin University,"AUD 31,600",/global/Categories/Curtin-University/Graduate-Diploma-in-Professional-Accounting/p/PRG-AU-00062440,"feb,july"
United Kingdom,18 Month(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Professional Accounting (Extended Professional Practice),Coventry University,"GBP 18,950",/global/Categories/Coventry-University/MSc-Professional-Accounting-Extended-Professional-Practice/p/PRG-UK-00341853,"january,september"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Actuarial Studies [Flexible Double De...,The Australian National University,"AUD 193,536",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting-Bachelor-of-Actuarial-Studies-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00158195,"feb,july"
Australia,,,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping,Canberra Institute of Technology,"AUD 6,850",/global/Categories/Canberra-Institute-of-Technology/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00228115,"feb,july"
Australia,,,Diploma,accounting,Diploma of Accounting,Swinburne University of Technology,"AUD 9,970",/global/Categories/Swinburne-University-of-Technology/Diploma-of-Accounting/p/PRG-AU-00086504,"march,august"
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce - Accountancy,Monash University Malaysia,"MYR 131,040",/global/Categories/Monash-University-Malaysia/Bachelor-of-Business-and-Commerce-Accountancy/p/PRG-AU-00240362,"march,july,october"
Australia,1 Year(s),6.5 IELTS,Graduate Diploma,accounting,Graduate Diploma of Accounting (Melbourne),Melbourne Institute of Technology (MIT),"AUD 18,035",/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Graduate-Diploma-of-Accounting-Melbourne/p/PRG-AU-00059263,"march,july,november"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Political Science [Flexible Double De...,The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Political-Science-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00198980,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting,Southern Cross University,"AUD 80,400",/global/Categories/Southern-Cross-University/Bachelor-of-Accounting/p/PRG-AU-00228886,"march,july,november"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Professional Accounting (Condensed first year),Coventry University,"GBP 45,000",/global/Categories/Coventry-University/BA-Hons-Professional-Accounting-Condensed-first-year/p/PRG-UK-00375251,"january,feb,april,june,september,november"
Australia,4 Year(s),6.5 IELTS,Ph.D.,accounting,Doctor of Philosophy - Accounting,The Australian National University,"AUD 156,360",/global/Categories/All-Accounting/Accounting/Doctor-of-Philosophy-Accounting/p/PRG-AU-00332328,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business and Commerce: Accounting (Extended),The University of Southern Queensland,"AUD 80,640",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-Accounting-Extended/p/PRG-AU-00338848,"feb,july"
Australia,,6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Professional Accounting,University of Technology Sydney,"AUD 21,384",/global/Categories/University-of-Technology-Sydney/Graduate-Certificate-in-Professional-Accounting/p/PRG-AU-00061139,"feb,july,august"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Archaeological Practice [Flexible Dou...,The Australian National University,"AUD 193,536",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting-Bachelor-of-Archaeological-Practice-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00331831,"feb,july"
Australia,5 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Business and Commerce and Bachelor of Laws - Accounting,The University of Southern Queensland,"AUD 139,400",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Business-and-Commerce-and-Bachelor-of-Laws-Accounting/p/PRG-AU-00245890,"feb,july"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Information Technology [Flexible Doub...,The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Information-Technology-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00271589,"feb,july"
Australia,2 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business Management (Accounting),"International College of Management, Sydney","AUD 87,600",/global/Categories/International-College-of-Management%2C-Sydney/Bachelor-of-Business-Management-Accounting/p/PRG-AU-00302740,"feb,march,may,july,august,october,december"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting,La Trobe University Sydney Campus,"AUD 102,600",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting/p/PRG-AU-00269014,"march,july,november"
Australia,1 Year(s),7.0 IELTS,Masters Degree (Research),accounting,Master of Philosophy in Commerce and Economics (by Research) - Accounting,The University of New South Wales,"AUD 52,560",/global/Categories/The-University-of-New-South-Wales/Master-of-Philosophy-in-Commerce-and-Economics-by-Research-Accounting/p/PRG-AU-00060049,"feb,may,september"
Australia,4 Year(s),6.0 IELTS,Dual Degree,accounting,Bachelor of Arts and Bachelor of Business and Commerce - Contemporary Medi...,The University of Southern Queensland,"AUD 109,760",/global/Categories/The-University-of-Southern-Queensland/Bachelor-of-Arts-and-Bachelor-of-Business-and-Commerce-Contemporary-Media-Studies-and-Accounting/p/PRG-AU-00288948,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Melbourne Institute of Technology (MIT),"AUD 57,600",/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Master-of-Professional-Accounting/p/PRG-AU-00266551,"march,july,november"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Financial Analysis and Master of Professional Accounting,La Trobe University,"AUD 101,000",/global/Categories/La-Trobe-University/Master-of-Financial-Analysis-and-Master-of-Professional-Accounting/p/PRG-AU-00116207,"march,july,november"
Australia,4 Year(s),7.0 IELTS,Ph.D.,accounting,Doctor of Philosophy in Accounting,University of South Australia,"AUD 150,800",/global/Categories/University-of-South-Australia/Doctor-of-Philosophy-in-Accounting/p/PRG-AU-00301072,"january,april,july,september"
Australia,4 Year(s),6.0 IELTS,Dual Degree,accounting,"Bachelor of Commerce (Accounting), Bachelor of Business (Finance)",University of South Australia,"AUD 137,200",/global/Categories/All-Accounting/Accounting/Bachelor-of-Commerce-Accounting-Bachelor-of-Business-Finance/p/PRG-AU-00299382,"feb,march,july"
Australia,4 Year(s),6.5 IELTS,Ph.D.,accounting,Doctor of Philosophy (Accounting and Finance),The University of Newcastle,"AUD 127,460",/global/Categories/All-Accounting/Accounting/Doctor-of-Philosophy-Accounting-and-Finance/p/PRG-AU-00061441,december
Australia,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Business with Honours - Accounting,University of Tasmania (UTAS),"AUD 30,950",/global/Categories/All-Accounting/Accounting/Bachelor-of-Business-with-Honours-Accounting/p/PRG-AU-00349419,feb
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Applied Data Analytics [Flexible Doub...,The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Applied-Data-Analytics-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00331830,"feb,july"
Australia,1 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Business (Honours) - Accounting,University of Technology Sydney,"AUD 39,984",/global/Categories/University-of-Technology-Sydney/Bachelor-of-Business-Honours-Accounting/p/PRG-AU-00267738,feb
Australia,22 Week(s),,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping,Government Education and Training International-Tasmania,"AUD 6,800",/global/Categories/Government-Education-and-Training-International-Tasmania/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00329648,"feb,july"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Information and Communications Technology/Bachelor of Business...,Western Sydney University,"AUD 123,360",/global/Categories/Western-Sydney-University/Bachelor-of-Information-and-Communications-TechnologyBachelor-of-Business-Accounting/p/PRG-AU-00201133,"march,july"
Australia,4 Year(s),6.0 IELTS,Dual Degree,accounting,"Bachelor of Commerce (Accounting), Bachelor of Business (Finance) - (ACC-D...",University of South Australia,"AUD 137,200",/global/Categories/University-of-South-Australia/Bachelor-of-Commerce-Accounting-Bachelor-of-Business-Finance-ACC-DBCD/p/PRG-AU-00065657,"feb,march,july"
Australia,2 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting [Fast Track],La Trobe University Sydney Campus,"AUD 68,400",/global/Categories/La-Trobe-University-Sydney-Campus/Bachelor-of-Accounting-Fast-Track/p/PRG-AU-00368655,"march,july,november"
Australia,48 Week(s),,Advanced Diploma,accounting,Advanced Diploma of Accounting (087907D),Sydney School of Business and Technology,"AUD 10,000",/global/Categories/Sydney-School-of-Business-and-Technology/Advanced-Diploma-of-Accounting-087907D/p/PRG-AU-00061596,"april,july,october"
